Log2FC	FDR	RawPval	AUC	Group_01_mean	Background_mean	MeanDiff	Chr	Start	End	PeakScore	distToGeneStart	nearestGene	peakType	distToTSS	nearestTSS	GC	Status_Group_01	GeneDist	PeakID
5.9445603760983	0.760497941279894	0.00241579658038965	0.526470588235294	0.356395731612011	0	0.356395731612011	chr21	17015938	17016438	10.72132	148	gpn3	Promoter	82	ENSDART00000189120	0.4212	open	gpn3_148	chr21:17015938-17016438
5.92353064010257	0.760497941279894	0.00241579658038965	0.526470588235294	0.351153213991445	0	0.351153213991445	chr22	17313794	17314294	58.72975	1932	rabgap1l	Intronic	1932	ENSDART00000088460	0.3234	open	rabgap1l_1932	chr22:17313794-17314294
5.88758165294114	0.760497941279894	0.0136932917098932	0.517647058823529	0.342366550882581	0	0.342366550882581	chr09	8068837	8069337	9.79243	9544	ENSDARG00000084530	Intronic	9544	ENSDART00000119930	0.3812	open	ENSDARG00000084530_9544	chr09:8068837-8069337
5.56916881184909	0.760497941279894	0.00241579658038965	0.526470588235294	0.273396429157893	0	0.273396429157893	chr01	40647682	40648182	11.46544	15603		Distal	15603	ENSDART00000194555	0.4032	open	_15603	chr01:40647682-40648182
5.54716774725194	0.760497941279894	0.0246622250418393	0.514705882352941	0.269169744793725	0	0.269169744793725	chr08	16974737	16975237	12.40367	15132	pde4d	Distal	15132	ENSDART00000018934	0.3792	open	pde4d_15132	chr08:16974737-16975237
5.5314575188222	0.760497941279894	0.0013612056198304	0.529411764705882	0.266190813798747	0	0.266190813798747	chr05	22028581	22029081	57.15311	1473	asb12a	Promoter	1473	ENSDART00000023306	0.4291	open	asb12a_1473	chr05:22028581-22029081
5.49292484069819	0.760497941279894	0.0136932917098932	0.517647058823529	0.259020246273418	0	0.259020246273418	chr06	39304958	39305458	5.10702	7818	krt4	Intronic	7818	ENSDART00000012644	0.3972	open	krt4_7818	chr06:39304958-39305458
5.40675566774393	0.760497941279894	0.0448657917949944	0.511764705882353	0.243661406662326	0	0.243661406662326	chr20	970396	970896	18.2336	55411	cnr1	Intronic	55411	ENSDART00000164816	0.487	open	cnr1_55411	chr20:970396-970896
5.39905152042777	0.760497941279894	0.0829613137280857	0.508823529411765	0.242332367801452	0	0.242332367801452	chr09	17158519	17159019	2.3315	127560	mycbp2	Exonic	127560	ENSDART00000039157	0.4511	open	mycbp2_127560	chr09:17158519-17159019
5.3915675160408	0.760497941279894	0.00429390675650931	0.523529411764706	0.241048083834298	0	0.241048083834298	chr12	35376039	35376539	13.18322	129320	camk2g1	Intronic	10620	ENSDART00000153453	0.505	open	camk2g1_129320	chr12:35376039-35376539
