"Gene","waldStat","df","pvalue","FDR"
"angpt2a",7.15093520687287,5,0.209654913489362,0.501749332723058
"spc24",7.14890575003219,5,0.209799469098306,0.501749332723058
"tanc1a",7.14479005739295,5,0.210092886095194,0.501846424667822
"pik3c2b",7.13863303940416,5,0.210532488207377,0.502166588757623
"sema3ga",7.13583000548978,5,0.210732880823728,0.502166588757623
"mid2",7.12022978255365,5,0.211851139042505,0.504226032373347
"ccnd1",7.09046126436016,5,0.213999061092981,0.508728306909661
"CU972454.5",3.07994896620462,2,0.214386571837403,0.509039886479958
"cdh4",7.06016523567502,5,0.216204063926275,0.512454378223936
"gas2l1",7.05829326160703,5,0.21634094153736,0.512454378223936
"FP236822.2",4.44616513513697,3,0.217142794754642,0.513740700343223
"pes",7.02951274705275,5,0.218454645175237,0.516229131753388
"klf4",3.03864632101627,2,0.218859969903186,0.51657198603784
"adgrf3b",3.02076158136182,2,0.220825873512562,0.520465081964501
"col11a1a",6.99471327472827,5,0.221033785438828,0.520465081964501
"esco2",6.98976067635569,5,0.221402934004174,0.520475092052749
"CR788236.1",3.01410162344295,2,0.221562444727744,0.520475092052749
"kif1ab",3.00878580151525,2,0.222152121285511,0.521206507942403
"jag1b",6.97643268627181,5,0.222398948225297,0.521206507942403
"flt4",6.96566286535856,5,0.223206556380784,0.522482328320585
"primpol",6.95943034269237,5,0.223675053689629,0.52296228689507
"dchs1a",6.95507533572649,5,0.22400291192997,0.523112682565871
"pcdh11",6.92535562325592,5,0.226251163957167,0.527742139195038
"chtf18",6.91336632352132,5,0.227163514202347,0.529248328276595
"ccdc3b",6.90661566584919,5,0.227678583518963,0.529826480990787
"ppan",6.89693004479311,5,0.228419307536735,0.530386727033216
"bcl6b",6.89623685946165,5,0.22847239782709,0.530386727033216
"FP102806.1",2.95050536370066,2,0.228720926116087,0.530386727033216
"crygn2",6.88116642939391,5,0.229629197513064,0.531263228381876
"pcdh7a",6.88110164013327,5,0.229634181335844,0.531263228381876
"ccdc120",6.86631262305604,5,0.230774190408574,0.533279124518067
"pum3",6.80999642837957,5,0.235158959917877,0.542346087396193
"igfbp3",6.8089088337348,5,0.235244323046913,0.542346087396193
"postnb",6.80250761234735,5,0.235747268537005,0.54287509054055
"thbs3b",6.78608927415153,5,0.23704138093658,0.545222643289817
"gask1a",2.87274984311827,2,0.237788199031776,0.545444594715175
"dacha",6.77562355163584,5,0.23786940065118,0.545444594715175
"pcnx1",6.76764927383404,5,0.238501926834259,0.545444594715175
"agap3",6.76662562560413,5,0.2385832252012,0.545444594715175
"bop1",6.76646346095691,5,0.238596106478573,0.545444594715175
"zgc:153405",6.75976330843116,5,0.239128830312793,0.545444594715175
"cep112",6.75630138791779,5,0.239404474116067,0.545444594715175
"knl1",6.75537331292916,5,0.239478414077098,0.545444594715175
"BNC1",2.85280942065765,2,0.240170855661821,0.545444594715175
"slc8a2b",6.74606429668775,5,0.240221121446125,0.545444594715175
"cntfr",6.74236141204644,5,0.240517085313485,0.545444594715175
"cdh11",6.74124824901408,5,0.240606117601259,0.545444594715175
"meis1b",6.73461077485577,5,0.241137562914159,0.545444594715175
"cemip",6.73428897564751,5,0.24116335341404,0.545444594715175
"matn4",6.72973833708214,5,0.241528309374916,0.545444594715175
"tbx16",6.72966234908067,5,0.241534407433068,0.545444594715175
"spon1b",6.70893709922611,5,0.243202413199578,0.548587261592229
"vwf",2.81879370242305,2,0.244290582296069,0.550416351711347
"cdc6",6.68558137919559,5,0.245093610298701,0.551599565128028
"dlgap5",6.66661907054534,5,0.246638038859511,0.554446780448618
"st6galnac5a",2.79536096573005,2,0.247169613703624,0.555013216291508
"pdgfra",6.65120920170271,5,0.247899077000631,0.556022223555087
"spon2a",4.10847090369046,3,0.249986941964805,0.558857057582891
"s100a11",5.38384426440904,4,0.25012989733029,0.558857057582891
"GNAZ",2.77064096827362,2,0.250243587838813,0.558857057582891
"clybl",5.38065602579376,4,0.25042077738757,0.558857057582891
"dip2a",6.61877595077796,5,0.250570670654294,0.558857057582891
"p3h4",6.61079568571839,5,0.251231664421054,0.559702417369014
"kif15",6.60109971979753,5,0.252036707904693,0.560866440796879
"wbp2",2.75267533256911,2,0.25250160691061,0.561271769000629
"plk1",6.58417935023486,5,0.253446692511787,0.562742376550221
"si:dkey-35m8.1",6.57842676309058,5,0.253927540800774,0.562864696408674
"hdac9b",6.57106023022234,5,0.254544395377817,0.562864696408674
"fhl1b",6.57080072288854,5,0.254566148386423,0.562864696408674
"tgfb2",6.56722959370747,5,0.254865651443235,0.562864696408674
"efemp2b",6.56658696899934,5,0.254919577869722,0.562864696408674
"isl1",6.56312636473728,5,0.255210139402606,0.562880140793526
"nectin1a",2.72307720651791,2,0.256266181486468,0.564581986959645
"plxna1a",6.53539580535063,5,0.25754834371623,0.566777674364431
"col4a6",6.52289559432113,5,0.25860809714089,0.567860127476693
"hist1h2a11.3",5.2921533739462,4,0.258612370397446,0.567860127476693
"CABZ01072848.1",6.51317336478899,5,0.259434813481774,0.569036579846763
"FQ377603.1",6.49338687355873,5,0.261124037380928,0.57163274737722
"RNF14",2.68498057370142,2,0.261194409003093,0.57163274737722
"dlgap1b",6.47419910779856,5,0.262770756069611,0.574449285020021
"cavin1b",6.4683446737055,5,0.26327488240901,0.574918197559829
"syk",2.66039549590801,2,0.264424966633273,0.576795119524226
"hopx",6.44291058606843,5,0.265474217333993,0.578448212302938
"nexmifb",6.42601088924994,5,0.266943856583097,0.58052652433695
"prkcbb",6.42521817793475,5,0.267012955526265,0.58052652433695
"CU929568.2",2.63661366840432,2,0.267587989451871,0.581140217792083
"oit3",2.63004183778242,2,0.268468707112818,0.582415719802124
"TCERG1L",5.18553105379205,4,0.26878505275139,0.582465425449245
"nr4a3",6.3896621025396,5,0.270127340529909,0.584110534658333
"inhbaa",6.38960085254079,5,0.270132730889849,0.584110534658333
"ier5l",6.38445153625271,5,0.270586214218286,0.584199076334868
"rrs1",6.37644994362672,5,0.271292117258886,0.584199076334868
"zeb1b",6.37613282087546,5,0.271320124760091,0.584199076334868
"uacab",6.37418072291602,5,0.271492581042824,0.584199076334868
"arrdc1b",6.37245386694199,5,0.271645212824727,0.584199076334868
"rbfox3b",6.34226461991131,5,0.274324836095107,0.589323376243276
"si:ch1073-268j14.1",6.32704942800798,5,0.275683455279707,0.590536501093699
"lsp1a",6.32190527965772,5,0.276144026148925,0.590536501093699
"hist1h2a6",6.32062326347906,5,0.276258905809242,0.590536501093699
"bmp1a",6.31821259583352,5,0.276475027124912,0.590536501093699
"ccnf",6.31788899526106,5,0.276504048999678,0.590536501093699
"nrg2a",6.31598862558468,5,0.276674531998559,0.590536501093699
"smarca5",6.30874380554468,5,0.277325248493047,0.590992807906236
"si:ch73-56d11.5",2.56381449093183,2,0.277507520443404,0.590992807906236
"e2f7",6.29862502044733,5,0.27823617063057,0.590992807906236
"zgc:174862",6.29775768141252,5,0.278314363401907,0.590992807906236
"kif14",6.29706342730091,5,0.278376964933164,0.590992807906236
"islr2",6.29021460030307,5,0.278995139922039,0.591460425485309
"si:dkey-30c15.10",6.28392111655404,5,0.279564166734335,0.591460425485309
"si:dkeyp-68b7.12",2.54626175438603,2,0.279953747434163,0.591460425485309
"trim35-31",2.5431548991018,2,0.280388973282351,0.591460425485309
"plekha1b",6.2746020061658,5,0.280408476577029,0.591460425485309
"lrpprc",6.27162363577429,5,0.280678749804612,0.591460425485309
"hoxa9a",6.26957313512837,5,0.280864945254903,0.591460425485309
"hist1h2a4",6.26829619753438,5,0.280980947724255,0.591460425485309
"RNF224",2.52927552045026,2,0.282341552959242,0.593694896847558
"rttn",6.24973071672813,5,0.282671881194817,0.593760512351017
"aanat2",6.23303659368259,5,0.284199358075481,0.595205874525774
"gfra2a",6.23053116251781,5,0.28442917139149,0.595205874525774
"CABZ01077176.1",2.51449093945982,2,0.28443643719426,0.595205874525774
"cacna1g",5.02560265893079,4,0.284680576709352,0.595205874525774
"ppp1r14ab",6.22584696803064,5,0.28485923465969,0.595205874525774
"epb41a",5.01602879746505,4,0.285656791158796,0.596176402629579
"fhl3b",6.21426972273622,5,0.285924400656604,0.596176402629579
"kirrel3a",6.19533489173324,5,0.287673387916633,0.598436713613871
"slc7a5",2.48914645634893,2,0.288063819423453,0.598436713613871
"CU467961.1",6.18996473473855,5,0.288170980352019,0.598436713613871
"aff2",6.1853597937324,5,0.288598217497932,0.598436713613871
"got2b",6.18480079421016,5,0.288650114842874,0.598436713613871
"nbeaa",6.18300037822868,5,0.288817315688709,0.598436713613871
"zgc:162297",2.48159200802812,2,0.289153958595805,0.598509497197781
"nfkbiaa",6.16998438311775,5,0.290028390177568,0.599694119273408
"rad18",6.16327423935764,5,0.290654320341283,0.600070796177851
"calca",6.16155178693892,5,0.290815166711886,0.600070796177851
"tuft1a",6.15619967163407,5,0.291315412655505,0.600451320442182
"anln",6.15310932468301,5,0.291604570733634,0.600451320442182
"ccna2",6.14961225002454,5,0.291932061830373,0.600502738583721
"si:dkeyp-97a10.1",3.72885465817318,3,0.292270687406571,0.60057693012634
"myo16",2.45249844572703,2,0.293390960605468,0.602255487902641
"slc6a9",6.12673313102834,5,0.29408187015281,0.603050115964181
"xpr1a",6.12076360285144,5,0.294644858980509,0.603150192695387
"klhl29",6.11422089447948,5,0.295262889570666,0.603150192695387
"h1-10",6.11200907053201,5,0.295472053679211,0.603150192695387
"pde4cb",2.43810150906069,2,0.295510545875644,0.603150192695387
"nr2f5",6.11012894069908,5,0.295649943321215,0.603150192695387
"GALNTL6",6.10396383810733,5,0.296233855711034,0.603697449918271
"tcnbb",6.10087812564901,5,0.296526455249528,0.603697449918271
"pag1",2.42666765164129,2,0.297204796941188,0.604458526565839
"pdzd2",6.07959549575882,5,0.298550813861205,0.606574580874607
"hmox1a",6.05720414751824,5,0.30069244300355,0.610261384983678
"C11H3orf14",2.40142092842443,2,0.300980300201018,0.610261384983678
"bcl11ba",2.39812559257751,2,0.301476624563833,0.61064397934613
"rlbp1b",2.39308215314899,2,0.302237823473156,0.611329106345083
"si:ch73-18b11.2",2.39180542800022,2,0.302430822383311,0.611329106345083
"il1b",4.85040429725592,4,0.30299418739905,0.61184482399503
"csf1rb",3.6343686491996,3,0.30374852862536,0.61230410768353
"nme2b.2",4.8398950884497,4,0.304123219859562,0.61230410768353
"caskin1",6.02134983150042,5,0.304147027796454,0.61230410768353
"cryba2b",2.37240712317867,2,0.305378416498086,0.614160239866971
"meis2a",5.99123304654201,5,0.307072916163752,0.616943055248024
"slc18a2",5.98420455102333,5,0.30775892021335,0.617696113876138
"si:ch211-161c3.6",5.9801724990493,5,0.308153004708893,0.617862337724397
"BX005058.2",2.34740715077231,2,0.309219599845315,0.618261424333374
"pik3r5",5.96883761135393,5,0.309262975855665,0.618261424333374
"ccl38.1",2.34697484665249,2,0.309286445522942,0.618261424333374
"hist1h4l.11",5.94894049139737,5,0.311218984639369,0.621498676568559
"TENM2",2.32830635092175,2,0.312186917670452,0.622182887722909
"dip2ca",3.56690012211301,3,0.312188491774316,0.622182887722909
"mtss1la",5.92213532663956,5,0.313869388025066,0.624905451584509
"melk",5.9112742971301,5,0.314948293933553,0.626425213885875
"celf4",5.90743915082705,5,0.315329957368412,0.626556521898196
"slco1c1",2.29794169843613,2,0.316962804098516,0.628887239370884
"sox6",5.88603996215309,5,0.317466164969085,0.628887239370884
"tmem255a",2.29453160411047,2,0.317503701625222,0.628887239370884
"CR376783.1",5.88300317315166,5,0.317770227248865,0.628887239370884
"vaspa",3.5155046359554,3,0.318756782079323,0.630211366959618
"lmo1",2.28332093683676,2,0.319288413082418,0.630634328326964
"mtfr2",5.82941938349343,5,0.323172643426418,0.637072947868181
"mc5ra",2.25812270597291,2,0.323336612973757,0.637072947868181
"CU469539.1",5.82608556816007,5,0.323511098967822,0.637072947868181
"rrp12",5.80845990500394,5,0.325305042511943,0.639970772434298
"abcb11a",2.24384181328262,2,0.32565364318039,0.640022259121857
"si:ch211-63i20.3",2.23479203656299,2,0.327130528410254,0.641396242862103
"si:dkey-225f5.4",5.78984529020233,5,0.327207959175146,0.641396242862103
"CR376857.2",5.78873127447529,5,0.327322112856076,0.641396242862103
"ncanb",5.78124141687349,5,0.328090397351287,0.642267691067362
"adamtsl3",5.77484979759801,5,0.328747123796551,0.642919251956802
"baz1a.1",5.76045236885584,5,0.330230129241658,0.644662785978286
"msi2b",5.75676364525502,5,0.330610910323302,0.644662785978286
"nkx2.3",5.75674384454354,5,0.330612955227151,0.644662785978286
"zeb2a",5.74788858736118,5,0.331528447197574,0.64469362385075
"adgra2",5.74787496533974,5,0.331529856990872,0.64469362385075
"pear1",5.7422191139952,5,0.332115598596927,0.64469362385075
"scn1lab",2.20270471645138,2,0.332421227002208,0.64469362385075
"BX510306.1",2.20131454285817,2,0.332652368930555,0.64469362385075
"chsy1",5.73608216974787,5,0.332752059463653,0.64469362385075
"slc22a7a",5.73405686122739,5,0.332962308255738,0.64469362385075
"CR936977.2",5.73150819231726,5,0.333227031773738,0.64469362385075
"bcl11ab",5.72565932793368,5,0.333835145928885,0.645076454237049
"ppp1r1c",5.7233559956671,5,0.334074858919741,0.645076454237049
"loxl2a",5.71390930861498,5,0.335059371689796,0.646348739362727
"zgc:152977",2.17035731460928,2,0.337841422664738,0.651082741737383
"rdh10a",5.68287772152772,5,0.338308981347781,0.651351433535738
"FP325123.1",5.66544301776301,5,0.340145213439021,0.654252178950054
"rasgrp2",2.1442820119393,2,0.342274919734013,0.65691884575961
"ebf3a",5.64329049088662,5,0.342489215435844,0.65691884575961
"gpd1b",2.14282455596956,2,0.342524435950225,0.65691884575961
"FRMD5",5.63340086512364,5,0.343539591996806,0.657811231164153
"bgnb",2.13624851287311,2,0.343652517237897,0.657811231164153
"CR392045.1",2.13178163512101,2,0.344420901880409,0.658646907738546
"racgap1",5.60552795804373,5,0.34651305383513,0.662010021042091
"BX248082.2",2.11715424469322,2,0.346949125440757,0.662205782692214
"tbx2a",2.10899224761639,2,0.348367917389408,0.664275039402473
"plxna4",2.104586697755,2,0.349136139303849,0.664491908950183
"shtn1",2.10051185275506,2,0.349848202269852,0.664491908950183
"CABZ01087948.1",2.10038448944631,2,0.349870481891548,0.664491908950183
"si:ch211-208k15.1",5.57201651885163,5,0.350113614639147,0.664491908950183
"asic2",2.09875625109319,2,0.350155434136973,0.664491908950183
"si:dkey-196j8.2",2.0857908260754,2,0.352432764814442,0.668174821544095
"hist1h4l.15",5.54718996969314,5,0.352799072937676,0.668231068493595
"hist1h2a10.1",5.53696817380454,5,0.353909213368995,0.669694745984227
"CABZ01064472.1",4.39549295352725,4,0.355119778903575,0.670819583406479
"inpp4ab",2.0700920729089,2,0.355210027938267,0.670819583406479
"CR762436.2",5.52220209792119,5,0.355517481986708,0.670819583406479
"zgc:171759.4",5.50825710225561,5,0.357041309142086,0.672632208491887
"dspb",2.05884387794033,2,0.357213392039678,0.672632208491887
"mgll",2.05726948297212,2,0.357494700231205,0.672632208491887
"ifi46",2.05171625892031,2,0.358488703657384,0.673863709052943
"gfra1a",5.48925777197054,5,0.359125243112988,0.673912519828481
"slc2a11b",5.48863525767963,5,0.359193675555936,0.673912519828481
"DAB2",5.4797854710814,5,0.360167569398055,0.675101629136109
"erfl3",5.4687093273107,5,0.36138921802089,0.67635524486219
"nphp4",5.46732510590168,5,0.361542106348819,0.67635524486219
"si:ch73-36p18.1",5.46043509736182,5,0.362303823656829,0.67635524486219
"kidins220a",5.45987666421608,5,0.362365612459053,0.67635524486219
"spry4",5.45830060153676,5,0.362540040570967,0.67635524486219
"rcn3",2.02440343811012,2,0.363417953844375,0.677194754789488
"cfd",5.44808310440137,5,0.363672346904582,0.677194754789488
"cox6a2",2.01658785943244,2,0.364840893112615,0.678733995153272
"ipo7",5.4276520245695,5,0.36594433017728,0.680149340263953
"CABZ01070258.1",5.41452643948245,5,0.367409414911832,0.681879922567373
"KCNMA1",2.00172393784463,2,0.367562477152186,0.681879922567373
"ret",1.99917194499444,2,0.368031784912869,0.682113065408071
"cfap43",1.99045648040602,2,0.369639068419396,0.684452939190767
"hpn",4.27012956536313,4,0.37068043658186,0.685741534589928
"spon1a",1.98083765299158,2,0.371421097444259,0.686471953842509
"tyr",1.97489618891345,2,0.372526130564385,0.687310783526286
"ahcy",5.36861846666318,5,0.372567457468153,0.687310783526286
"fam169aa",5.36496291864912,5,0.372980437922787,0.687433769059177
"znfl2a",5.35471383922641,5,0.374140088338038,0.688931424258818
"htr2cl1",4.2358178483111,4,0.375031084800231,0.689932069813214
"pip5kl1",1.95427879076019,2,0.376386252576362,0.691783992003776
"mtnr1aa",4.20468621352489,4,0.379012747506289,0.695246887556433
"frem2a",5.30994669484046,5,0.379236010433517,0.695246887556433
"vax2",5.30920291156666,5,0.379321097845651,0.695246887556433
"syt2a",5.30268151973455,5,0.380067722218296,0.695972720113761
"hoxa2b",3.06780573739207,3,0.381288556622958,0.697564778706517
"cmya5",1.9238183644559,2,0.382162571055964,0.698199043325013
"atoh7",1.92171055526171,2,0.382565546257848,0.698199043325013
"ctnna2",5.27984604700601,5,0.382690458003836,0.698199043325013
"tspan2a",5.26983175835808,5,0.38384472423272,0.69966187107617
"BX663520.2",5.26309694663536,5,0.3846223932262,0.700436193168814
"CU459186.4",5.25620637860677,5,0.385419213647425,0.700535354109554
"ntn1a",1.90555705288968,2,0.385667944772642,0.700535354109554
"syt5b",1.90520629920493,2,0.385735587930349,0.700535354109554
"rgs3b",5.2456527870054,5,0.3866419096662,0.701337041215677
"suclg2",5.24142615657447,5,0.387132365344601,0.701337041215677
"si:dkey-79d12.6",5.24016453309353,5,0.38727884932269,0.701337041215677
"slc2a1a",1.8956128794964,2,0.387590294314155,0.701337041215677
"zgc:174356",5.23346669531651,5,0.388057180255366,0.701542352283153
"hist1h4l.7",5.22975328355533,5,0.388489181783403,0.701684281929077
"bach2b",5.21883900218784,5,0.389760880179236,0.703341224687076
"b2m",5.21395431357263,5,0.390330985981043,0.703730251746022
"fhdc2",3.00348927705678,3,0.39108751118198,0.704454364515636
"si:ch211-210g13.5",4.10825201863136,4,0.391553725550378,0.704654710079329
"hivep3b",5.18656785421682,5,0.393538288533968,0.707584694510803
"ces2b.1",5.18140390426505,5,0.394145134283061,0.707703148760711
"cbfb",5.17583840808766,5,0.394799907051616,0.707703148760711
"igsf9bb",4.08243189187263,4,0.394964840958679,0.707703148760711
"ca10a",1.85635248439636,2,0.395273937339275,0.707703148760711
"si:dkey-23a13.21",5.17085543609674,5,0.395386796965052,0.707703148760711
"eif4g1a",5.16146906019409,5,0.396493983812387,0.709045547628458
"dachd",5.14889936224493,5,0.397980076411004,0.711062512759535
"akap12b",5.13554373158267,5,0.399563365150422,0.71319914691369
"si:dkey-238i5.2",1.83310886195716,2,0.399894534264452,0.71319914691369
"vipr2",5.12573037636637,5,0.400729528976735,0.714046781884038
"bmp7b",4.03120271962547,4,0.401799490947837,0.715311201373504
"si:ch1073-475a24.1",1.81956082356211,2,0.40261262331644,0.715519844422795
"mylk2",1.81943667875998,2,0.402637615224314,0.715519844422795
"pif1",3.99593622097788,4,0.406556101765644,0.72150558005102
"dck",5.07474939363237,5,0.406826009368218,0.72150558005102
"efna3b",5.07061640041869,5,0.407323048949502,0.72150558005102
"BX927333.1",1.7956258737776,2,0.407459826315966,0.72150558005102
"notum1b",5.06036691307321,5,0.408557477028299,0.72280444910978
"cep192",5.03125161158417,5,0.412078124285236,0.728383861715221
"hist1h4l.13",5.02796063478709,5,0.412477378490489,0.72844092197831
"enox2",5.02407710610397,5,0.412948860759259,0.728625323206337
"ephb1",5.01300201310718,5,0.41429546556246,0.730352130676274
"f3a",4.99619539163988,5,0.416344683821105,0.733313396082425
"atad2",4.97785710200994,5,0.418588519265509,0.736611888955706
"CRACD",4.96468880217918,5,0.42020481809563,0.738489409638497
"smyd3",4.96231626071727,5,0.420496476241838,0.738489409638497
"cbx7a",3.89234380342114,4,0.420771547758761,0.738489409638497
"tdrd7a",1.72622595562731,2,0.421846836371769,0.738551462127776
"CR936518.2",2.80841288902498,3,0.422116877580132,0.738551462127776
"si:ch1073-185p12.2",1.72448877976366,2,0.42221340661912,0.738551462127776
"six3a",1.72410151595147,2,0.422295168521424,0.738551462127776
"rnf34b",1.7164086076452,2,0.423922635508247,0.740745098137209
"sh2d3ca",4.92789407838117,5,0.424743396246993,0.741313153799224
"dscamb",1.71135742335969,2,0.424994644344341,0.741313153799224
"si:ch211-113a14.18",4.91990388793717,5,0.425733312688092,0.74179791225454
"arhgef28a",4.91494328888885,5,0.426348665786171,0.74179791225454
"auts2a",4.91458074995042,5,0.426393661401728,0.74179791225454
"si:dkey-7n6.2",1.70258102723705,2,0.426863702919072,0.741965368033589
"ncapg",4.90158803751099,5,0.42800831591561,0.742997328869488
"zgc:171686",4.89999943598171,5,0.428206017242667,0.742997328869488
"foxl2a",1.69273381975752,2,0.42897059313316,0.74367391036622
"thbs1a",4.88768876166394,5,0.429740143261102,0.743713404240241
"BX294178.3",4.88547354454967,5,0.43001658598604,0.743713404240241
"fras1",4.88466613325573,5,0.430117374341459,0.743713404240241
"ca2",1.68361138672134,2,0.430931689982003,0.743921643858547
"pex5la",2.7548445534661,3,0.430987350346262,0.743921643858547
"ece2b",4.87186602855997,5,0.431717295062684,0.744534170894376
"ncam3",3.80768891120877,4,0.432657471814652,0.745507883291739
"cgnl1",4.85563957336013,5,0.433751145805548,0.746744166889863
"prph",1.66675009224115,2,0.434580080582557,0.747120792020193
"lrrc15",4.84790624265559,5,0.434722677472707,0.747120792020193
"gig2j",3.7854461049186,4,0.435820524571008,0.747353321358206
"efnb3a",4.83814837318388,5,0.435950594796934,0.747353321358206
"plxna2",4.83773407041894,5,0.436002780547716,0.747353321358206
"ipo11",4.83486740388142,5,0.436363979573885,0.747353321358206
"lpar5a",1.65533519717551,2,0.437067515290498,0.747912946423827
"foxo3b",3.77120161698806,4,0.437854910650723,0.748614985048825
"sema6bb",4.81654843153935,5,0.43867680116197,0.749374742088219
"plce1",4.81288429862381,5,0.439140369440988,0.749521610782769
"cdh24b",2.70076099462564,3,0.440097986786558,0.750038603874341
"mafaa",1.64105685813089,2,0.440198979100054,0.750038603874341
"diaph2",4.79773069216609,5,0.441060926450378,0.750862726418525
"sulf1",4.79047735115034,5,0.44198214271487,0.750884227646269
"stc1",4.79025885010526,5,0.442009913006685,0.750884227646269
"CT990561.1",4.78869742982091,5,0.442208394014352,0.750884227646269
"akap12a",3.7356664907987,4,0.442959707180889,0.751516613956945
"epha4b",4.77981954256582,5,0.443338012566036,0.751516613956945
"CR626882.3",2.6768407415487,3,0.444177325537656,0.752296920812497
"dkk2",4.77005317902348,5,0.444582838904734,0.752341803261635
"triob",4.75780465304687,5,0.446147233983275,0.75434604723748
"smad1",4.75419153509981,5,0.446609382524167,0.754484786647209
"hist1h4l.22",2.65893123967625,3,0.447251675359515,0.754919137807211
"macrod2",4.74624328275886,5,0.447627115969313,0.754919137807211
"VSTM2B",1.6042318859657,2,0.448379214810649,0.755545620882121
"chrm2a",3.6954037113794,4,0.448794781227563,0.755604445069306
"npdc1a",4.7326523889433,5,0.449370810157692,0.755933100138151
"tmtc2a",4.72169913994825,5,0.450779259233291,0.757660312936564
"kita",4.71232899034509,5,0.451986376462156,0.759046495158528
"cd99",4.70829833812023,5,0.452506261423328,0.759277201120292
"fam13a",1.57799034011838,2,0.454301061317632,0.761265720277125
"mylk4b",1.57729789822593,2,0.45445837709239,0.761265720277125
"irx4b",3.64888002259953,4,0.455604626627724,0.762542313537971
"cdo1",3.64421999837913,4,0.456290702384558,0.762787437581581
"C7H16orf87",4.67728124314566,5,0.456519635187364,0.762787437581581
"znf804a",2.59891807218663,3,0.457679254370388,0.763448264034655
"CABZ01053592.1",1.56266048987028,2,0.457796624437206,0.763448264034655
"arrb1",4.66535350944313,5,0.458068958420793,0.763448264034655
"cryba4",3.61042496345084,4,0.461287772879385,0.768167977487902
"nanos1",4.63484967112249,5,0.462046178236261,0.768785971331918
"hist1h4l.19",4.63144949636819,5,0.462490839067206,0.768881336305196
"nuak1a",4.60705806532584,5,0.465688446808984,0.77239268762223
"sprb",1.52797560706593,2,0.465805178792691,0.77239268762223
"ndc80",4.60601831350354,5,0.465825057112498,0.77239268762223
"gmps",4.60347428009043,5,0.466159415501981,0.77239268762223
"lbx2",4.59208864081325,5,0.467657626787767,0.774228848351725
"col8a2",4.58790264857006,5,0.46820919691533,0.774413802140392
"unc13ba",1.51534154716056,2,0.468756997607184,0.774413802140392
"rbpms2b",4.58236302842015,5,0.468939743160076,0.774413802140392
"slco3a1",4.54815107781791,5,0.473466953015069,0.78124015106809
"unc5a",1.49039732604086,2,0.474639997157532,0.782240456894406
"noc2l",4.53765391942169,5,0.474861335293582,0.782240456894406
"pola2",4.52820554840823,5,0.476118525454012,0.783085143459023
"mnd1",4.52501574843175,5,0.476543410015831,0.783085143459023
"rad51c",4.52490918201136,5,0.47655760871461,0.783085143459023
"st6gal2b",2.48687936826455,3,0.477666942689957,0.784258793415687
"robo3",4.50708588239525,5,0.47893593150583,0.785692416561217
"si:dkey-161j23.7",1.46925045249946,2,0.479685198712793,0.786271774933852
"ablim2",4.49251246311304,5,0.480885869561043,0.787589481088012
"prss35",4.48837898267133,5,0.481439794554549,0.787846654732711
"ek1",4.47721224746122,5,0.482938138890985,0.788796393815759
"ncam2",4.47642915622057,5,0.483043317267926,0.788796393815759
"GRIK3",1.45459835606785,2,0.483212299687639,0.788796393815759
"BX088707.3",4.46840764577371,5,0.484121482272058,0.789631176918682
"CABZ01066694.1",4.4635319643809,5,0.484777513874882,0.789925549252151
"cenpp",4.46115256963165,5,0.485097856190615,0.789925549252151
"FP236476.1",4.43916052929569,5,0.488064583442371,0.793957410626229
"skila",4.43537400748094,5,0.488576456532831,0.793957410626229
"csf1ra",1.43171102314632,2,0.488773781252016,0.793957410626229
"sfrp2",1.42841630291892,2,0.489579631264215,0.794616163580922
"ntrk2a",4.42415549060447,5,0.490094848658425,0.794802511917463
"got1",4.40544017822836,5,0.492634011935916,0.797146329042948
"UTP14C",4.40540949385849,5,0.492638181223626,0.797146329042948
"scn1ba",1.41466225295649,2,0.492958086163187,0.797146329042948
"foxl2b",3.40063805029607,4,0.493146444365109,0.797146329042948
"zgc:158785",1.40811707699818,2,0.494573977501316,0.797811203886357
"pcdh18a",4.38826452414594,5,0.494970966573955,0.797811203886357
"ptpn22",1.40579932254757,2,0.495147460253939,0.797811203886357
"tfpia",4.38222263816725,5,0.495794551404637,0.797811203886357
"mybbp1a",4.38196375370169,5,0.495829858156851,0.797811203886357
"odc1",4.37841719346776,5,0.496313684329004,0.797811203886357
"grin3a",1.40086248038229,2,0.49637120241796,0.797811203886357
"si:ch211-191i18.2",2.38011534278421,3,0.497346878683256,0.798241800527469
"ebf1b",4.36690643217716,5,0.497885856541708,0.798241800527469
"CR385041.2",1.39337737845531,2,0.498232377538781,0.798241800527469
"BX465862.4",1.39245883935174,2,0.498461253053252,0.798241800527469
"CR753876.1",1.39021972640247,2,0.49901962108041,0.798241800527469
"hsp90aa1.2",4.35725330939893,5,0.499206493237447,0.798241800527469
"cntln",4.35544532348484,5,0.499454063604593,0.798241800527469
"col1a1b",4.33162554272591,5,0.502722231188223,0.802818687778458
"dock9b",4.32221064396977,5,0.504017303624276,0.803755824542423
"gfra3",4.32101251121534,5,0.504182247545776,0.803755824542423
"gyg2",3.3258174414258,4,0.504852136630635,0.803755824542423
"CT025745.1",4.31450786053245,5,0.505078253324641,0.803755824542423
"p4ha1b",4.31265505740294,5,0.5053336367904,0.803755824542423
"hoxc8a",2.33460828593919,3,0.505923318745017,0.804049469742881
"palmda",1.35816754043053,2,0.50708138265507,0.8047347057843
